geneCluster	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	predicted_gene_name	GO_terms	KEGG_KOs	BiGG_reactions	Annotation_tax_scope	OGs	bestOG|evalue|score	COG cat	eggNOG annot
GC00000001_37	335284.Pcryo_0239	3.8e-214	749.2	POTA	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015203,GO:0015399,GO:0015405,GO:0015417,GO:0015695,GO:0015846,GO:0015847,GO:0015848,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017076,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022891,GO:0022892,GO:0030554,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034655,GO:0035639,GO:0036094,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043167,GO:0043168,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071702,GO:0071704,GO:0071705,GO:0071944,GO:0072521,GO:0072523,GO:0097159,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658,GO:1902047	K02010,K11072	PTRCabc,PTRCabcpp,SPMDabc,SPMDabcpp	bactNOG[38]	05C53@bactNOG,0QIYY@gproNOG,16QR8@proNOG,COG3842@NOG	NA|NA|NA	E	Part of the ABC transporter complex PotABCD involved in spermidine putrescine import. Responsible for energy coupling to the transport system (By similarity)
GC00000001_38	857571.EA1_08121	1.4e-129	468.0	GTSA	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K02010,K02017,K02052,K10112		bactNOG[38]	05C53@bactNOG,0QJA4@gproNOG,16QR8@proNOG,COG3842@NOG	NA|NA|NA	E	(ABC) transporter
GC00000001_39	335284.Pcryo_0562	0.0	1184.9	MACB	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K02003,K05685		bactNOG[38]	05D6C@bactNOG,0QI8Z@gproNOG,16R8U@proNOG,COG0577@NOG,COG1136@NOG	NA|NA|NA	V	Part of the ABC transporter complex MacAB involved in macrolide export. Transmembrane domains (TMD) form a pore in the inner membrane and the ATP-binding domain (NBD) is responsible for energy generation (By similarity)
GC00000001_3	553217.ENHAE0001_0175	1.5e-41	175.3	YBBL		K02068,K06148		bactNOG[38]	083J0@bactNOG,0QHX7@gproNOG,17631@proNOG,COG4619@NOG	NA|NA|NA	S	abc transporter atp-binding protein
GC00000001_40	675813.VIB_000122	4.4e-114	416.0	OCAR_4853		K02003		bactNOG[38]	088P6@bactNOG,0QMQG@gproNOG,16SIJ@proNOG,COG1136@NOG	NA|NA|NA	V	(ABC) transporter
GC00000001_41	575588.HMPREF0017_00915	4e-108	396.4	LOLD	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0008104,GO:0008150,GO:0008152,GO:0008565,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015031,GO:0015399,GO:0015405,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022892,GO:0032991,GO:0033036,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0042953,GO:0042954,GO:0043234,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0045184,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071702,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K09810		bactNOG[38]	05CQU@bactNOG,0R0MT@gproNOG,16R9B@proNOG,COG1136@NOG	NA|NA|NA	V	Part of the ABC transporter complex LolCDE involved in the translocation of mature outer membrane-directed lipoproteins, from the inner membrane to the periplasmic chaperone, LolA. Responsible for the formation of the LolA-lipoprotein complex in an ATP-dependent manner (By similarity)
GC00000001_42	259536.Psyc_0782	1.3e-118	431.0	LOLD	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0008104,GO:0008150,GO:0008152,GO:0008565,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015031,GO:0015399,GO:0015405,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022892,GO:0032991,GO:0033036,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0042953,GO:0042954,GO:0043234,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0045184,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071702,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K02003,K09810		bactNOG[38]	05CQU@bactNOG,0QK9F@gproNOG,16R9B@proNOG,COG1136@NOG	NA|NA|NA	V	Part of the ABC transporter complex LolCDE involved in the translocation of mature outer membrane-directed lipoproteins, from the inner membrane to the periplasmic chaperone, LolA. Responsible for the formation of the LolA-lipoprotein complex in an ATP-dependent manner (By similarity)
GC00000001_43	259536.Psyc_2114	4.3e-83	313.2	LOLD		K02003		bactNOG[38]	08REA@bactNOG,0QPX7@gproNOG,16QJI@proNOG,COG1136@NOG	NA|NA|NA	V	(ABC) transporter
GC00000001_44	259536.Psyc_2114	6.3e-105	385.6	LOLD		K02003		bactNOG[38]	08REA@bactNOG,0QPX7@gproNOG,16QJI@proNOG,COG1136@NOG	NA|NA|NA	V	(ABC) transporter
GC00000001_45	259536.Psyc_1822	6.8e-137	491.9	METN	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K02071		bactNOG[38]	08HRD@bactNOG,0RAHW@gproNOG,172BN@proNOG,COG1135@NOG	NA|NA|NA	P	Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system (By similarity)
GC00000001_46	335284.Pcryo_0337	6.2e-141	505.4	GLTL	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K02028,K10004,K10010	ASPabc,ASPabcpp,GLUabc,GLUabcpp	bactNOG[38]	05CDA@bactNOG,0QIVF@gproNOG,16PHM@proNOG,COG1126@NOG	NA|NA|NA	E	abc transporter atp-binding protein
GC00000001_47	335284.Pcryo_0324	8.3e-138	495.0	HISP	GO:0003333,GO:0003674,GO:0003824,GO:0005215,GO:0005275,GO:0005342,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0008152,GO:0008509,GO:0008514,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015075,GO:0015171,GO:0015399,GO:0015405,GO:0015424,GO:0015711,GO:0015837,GO:0015849,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022891,GO:0022892,GO:0031263,GO:0034220,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071702,GO:0071704,GO:0071705,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K02028,K10021,K10025	LYSabcpp	bactNOG[38]	08JEH@bactNOG,0RAYQ@gproNOG,1739D@proNOG,COG4598@NOG	NA|NA|NA	E	abc transporter atp-binding protein
GC00000001_48_p1	335284.Pcryo_1387	2.7e-127	459.9	CYSA	GO:0000103,GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008152,GO:0008272,GO:0008509,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015075,GO:0015103,GO:0015116,GO:0015399,GO:0015405,GO:0015419,GO:0015698,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022891,GO:0022892,GO:0034220,GO:0034641,GO:0034655,GO:0040007,GO:0042278,GO:0042454,GO:0042623,GO:0042625,GO:0042626,GO:0043225,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072348,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658,GO:1901682	K02045	CRO4abcpp,MOBDabcpp,SELtpp,SO3abcpp,SULabc,SULabcpp,TSULabc,TSULabcpp	bactNOG[38]	08IJ6@bactNOG,0RAQV@gproNOG,172SS@proNOG,COG1118@NOG	NA|NA|NA	P	ABC transporter
GC00000001_48_p2_p1	335284.Pcryo_1926	7e-131	471.9	TCYC	GO:0003333,GO:0003674,GO:0003824,GO:0005215,GO:0005275,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0008152,GO:0008509,GO:0008514,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015075,GO:0015171,GO:0015399,GO:0015405,GO:0015424,GO:0015711,GO:0015837,GO:0015849,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022891,GO:0022892,GO:0031263,GO:0034220,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071702,GO:0071704,GO:0071705,GO:0071944,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K02028,K10004,K10010,K16960,K16963	GLNabc	bactNOG[38]	05CDA@bactNOG,0QIVF@gproNOG,16PHM@proNOG,COG1126@NOG	NA|NA|NA	E	abc transporter atp-binding protein
GC00000001_48_p2_p2_p1	62977.ACIAD3488	4.2e-207	726.1	GLNQ		K02028,K02029,K10004		bactNOG[38]	05CDA@bactNOG,0QN6A@gproNOG,16PHM@proNOG,COG1126@NOG	NA|NA|NA	E	amino acid AbC transporter
GC00000001_48_p2_p2_p2	349106.PsycPRwf_0024	5.6e-164	582.4	OPPD	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006857,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015197,GO:0015198,GO:0015399,GO:0015405,GO:0015421,GO:0015440,GO:0015640,GO:0015647,GO:0015833,GO:0015834,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022891,GO:0022892,GO:0034641,GO:0034655,GO:0035672,GO:0035673,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0042886,GO:0042887,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071702,GO:0071704,GO:0071705,GO:0071944,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901505,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K02031,K12371,K15582,K15583,K15587	3PEPTabcpp,4PEPTabcpp	bactNOG[38]	05C3U@bactNOG,0QI2E@gproNOG,16PI9@proNOG,COG0444@NOG	NA|NA|NA	V	(ABC) transporter
GC00000001_4	156578.ATW7_02207	8.2e-96	355.1	YNJD	GO:0003674,GO:0003824,GO:0005215,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015399,GO:0015405,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K05779		bactNOG[38]	08VGW@bactNOG,0QR25@gproNOG,17AKQ@proNOG,COG4136@NOG	NA|NA|NA	S	abc transporter atp-binding protein
GC00000001_5	857571.EA1_06586	1.2e-120	438.0	BMUL_0474	GO:0003674,GO:0003824,GO:0005215,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015399,GO:0015405,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K05833		bactNOG[38]	05DB0@bactNOG,0QNN1@gproNOG,16QC8@proNOG,COG1101@NOG	NA|NA|NA	S	abc transporter atp-binding protein
GC00000001_6	236097.ADG881_1724	1.1e-115	421.4			K01995		bactNOG[38]	05C0Z@bactNOG,0QJ5X@gproNOG,16PSW@proNOG,COG0411@NOG	NA|NA|NA	E	leucine isoleucine valine transporter, ATP-binding subunit
GC00000001_7	335284.Pcryo_0991	6.7e-152	542.0	URTD		K11962	UREAabcpp	bactNOG[38]	08IUY@bactNOG,0RAUQ@gproNOG,172ZK@proNOG,COG4674@NOG	NA|NA|NA	E	abc transporter atp-binding protein
GC00000001_8	236097.ADG881_2719	2.5e-108	397.1		GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0008509,GO:0008514,GO:0009987,GO:0015075,GO:0015171,GO:0015658,GO:0015711,GO:0015803,GO:0015849,GO:0022857,GO:0022891,GO:0022892,GO:0034220,GO:0044699,GO:0044763,GO:0044765,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705	K01996		bactNOG[38]	08IV0@bactNOG,0RAUT@gproNOG,172ZQ@proNOG,COG0410@NOG	NA|NA|NA	E	ABc transporter ATP-binding protein
GC00000001_9	335284.Pcryo_0990	6.9e-120	435.3	URTE	GO:0003333,GO:0003674,GO:0003824,GO:0005215,GO:0005275,GO:0005342,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0008152,GO:0008509,GO:0008514,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015075,GO:0015171,GO:0015399,GO:0015405,GO:0015424,GO:0015711,GO:0015803,GO:0015837,GO:0015849,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022891,GO:0022892,GO:0031263,GO:0034220,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071702,GO:0071704,GO:0071705,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K01996,K11963		bactNOG[38]	05EA4@bactNOG,0QN5R@gproNOG,16RXM@proNOG,COG0410@NOG	NA|NA|NA	E	abc transporter atp-binding protein
GC00000002_10	349521.HCH_06924	4.8e-88	329.7					bactNOG[38]	05E1F@bactNOG,0QM4A@gproNOG,16RMP@proNOG,COG1028@NOG	NA|NA|NA	I, Q	Short-chain dehydrogenase reductase sdr
GC00000002_11	575587.HMPREF0026_01171	3.5e-130	469.5	BMUL_5635				bactNOG[38]	05EMU@bactNOG,COG4221@NOG	NA|NA|NA	L	Dehydrogenase
GC00000002_12	553217.ENHAE0001_1365	4.1e-94	349.7	YDFG	GO:0003674,GO:0003824,GO:0006139,GO:0006206,GO:0006208,GO:0006212,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009112,GO:0009987,GO:0016491,GO:0016614,GO:0016616,GO:0019860,GO:0031132,GO:0034641,GO:0035527,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044710,GO:0046113,GO:0046483,GO:0046700,GO:0055086,GO:0055114,GO:0071704,GO:0072527,GO:0072529,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575	K05886,K16066	ATHRDHr,DSERDHr,LSERDHr,MSAR	bactNOG[38]	05EMU@bactNOG,0QJYV@gproNOG,16RRW@proNOG,COG4221@NOG	NA|NA|NA	S	Dehydrogenase
GC00000002_13	259536.Psyc_1968	2.1e-135	486.9	YDFG	GO:0003674,GO:0003824,GO:0006139,GO:0006206,GO:0006208,GO:0006212,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009112,GO:0009987,GO:0016491,GO:0016614,GO:0016616,GO:0019860,GO:0031132,GO:0034641,GO:0035527,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044710,GO:0046113,GO:0046483,GO:0046700,GO:0055086,GO:0055114,GO:0071704,GO:0072527,GO:0072529,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575	K05886,K16066	ATHRDHr,DSERDHr,LSERDHr,MSAR	bactNOG[38]	05EMU@bactNOG,0QJYV@gproNOG,16RRW@proNOG,COG4221@NOG	NA|NA|NA	S	Dehydrogenase
GC00000002_14	1001585.MDS_2582	9.5e-78	295.4					bactNOG[38]	07JEE@bactNOG,0QQ01@gproNOG,177WQ@proNOG,COG1028@NOG	NA|NA|NA	S	short chain dehydrogenase
GC00000002_15	351348.Maqu_1905	1.3e-51	208.8	RKPH				bactNOG[38]	07XE8@bactNOG,0QT9C@gproNOG,0YF8M@NOG,17CSV@proNOG	NA|NA|NA	S	KR domain
GC00000002_16	351348.Maqu_1905	2.7e-43	181.0	RKPH				bactNOG[38]	07XE8@bactNOG,0QT9C@gproNOG,0YF8M@NOG,17CSV@proNOG	NA|NA|NA	S	KR domain
GC00000002_17	335284.Pcryo_0417	1.7e-111	407.5					bactNOG[38]	08R3Q@bactNOG,11FE9@NOG,1799U@proNOG	NA|NA|NA	S	Short chain dehydrogenase
GC00000002_18	349106.PsycPRwf_0304	1.8e-97	361.3	MT1283	GO:0001101,GO:0003674,GO:0003824,GO:0004022,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006091,GO:0006113,GO:0008150,GO:0008152,GO:0009987,GO:0015980,GO:0016020,GO:0016491,GO:0016614,GO:0016616,GO:0030312,GO:0040007,GO:0042221,GO:0044110,GO:0044116,GO:0044117,GO:0044119,GO:0044237,GO:0044403,GO:0044419,GO:0044464,GO:0044710,GO:0050896,GO:0051704,GO:0055114,GO:0071944	K00248		bactNOG[38]	07GJV@bactNOG,0QN2T@gproNOG,0XQUW@NOG,173MI@proNOG	NA|NA|NA	S	Dehydrogenase
GC00000002_19	349106.PsycPRwf_0304	4.9e-111	406.4	MT1283	GO:0001101,GO:0003674,GO:0003824,GO:0004022,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006091,GO:0006113,GO:0008150,GO:0008152,GO:0009987,GO:0015980,GO:0016020,GO:0016491,GO:0016614,GO:0016616,GO:0030312,GO:0040007,GO:0042221,GO:0044110,GO:0044116,GO:0044117,GO:0044119,GO:0044237,GO:0044403,GO:0044419,GO:0044464,GO:0044710,GO:0050896,GO:0051704,GO:0055114,GO:0071944	K00248		bactNOG[38]	07GJV@bactNOG,0QN2T@gproNOG,0XQUW@NOG,173MI@proNOG	NA|NA|NA	S	Dehydrogenase
GC00000002_20	796620.VIBC2010_19145	3e-86	323.6	DFNC		K00059		bactNOG[38]	08T9Z@bactNOG,1790X@proNOG,COG1028@NOG	NA|NA|NA	I	Short-chain dehydrogenase reductase Sdr
